ds,max_temp_c,rainfall_mm,is_holiday,google_dengue_searches,er_trauma_admissions,O_positive,A_positive,B_positive,AB_positive,A_negative,B_negative,O_negative,AB_negative
2024-01-28,22.100555202619137,0.545115497630801,0,0.6145435930099907,2.1106077852509086,77,58,53,22,7,6,12,2
2024-01-29,19.7530669018921,1.7430913614162529,0,10.74620518007221,1.7084917024511141,89,70,59,23,8,7,14,3
2024-01-30,19.64397482817987,0.9699845691549991,0,18.464517569724652,0.4707337614161178,87,67,60,23,8,7,14,3
2024-01-31,19.359958081968006,0.6111529186556515,0,11.927596654047314,1.1018484528324572,80,64,58,24,7,7,13,3
2024-02-01,20.759837759944297,1.035277871378869,0,19.433012092389863,1.1188614579042673,89,66,59,23,8,6,14,3
2024-02-02,19.845526095700343,0.7639160380905377,0,2.7290223654091705,4.676847497023645,73,56,55,20,7,6,11,2
2024-02-03,19.391437000206786,1.1286021293396604,0,11.366102091896737,2.162564873732734,76,65,54,24,8,6,12,2
2024-02-04,21.379124963333492,0.22906573665269647,0,15.96250096012859,0.2103292360758502,68,58,47,21,7,6,11,2
2024-02-05,21.497380910334314,1.9939810056251022,0,10.510814622514324,0.6940834112166044,86,64,60,23,8,7,13,3
2024-02-06,19.500251483387764,0.8511117553934351,0,1.8213271197494518,0.3951633786645603,93,65,61,23,8,7,13,3
2024-02-07,18.25996562469952,0.6964612794147373,0,11.657720030944354,2.9443469510360565,81,67,54,22,8,6,13,3
2024-02-08,21.162775522316,1.4204196966325298,0,12.234758116849434,0.9331074578341336,89,70,60,25,9,7,14,3
2024-02-09,19.5023054715239,0.727798812990665,0,14.574184969507051,2.49278820140888,76,55,51,21,6,5,10,2
2024-02-10,21.0121421841062,1.6665486100575153,0,15.22423030330948,1.8503103143498778,71,55,53,20,7,6,12,2
2024-02-11,18.288891630563963,0.9085414487208505,0,15.415453764212144,4.019381885720997,72,54,51,21,7,6,12,2
2024-02-12,21.19195811978424,1.4391168265308698,0,13.26888787277932,1.6024481863268114,88,69,63,26,8,7,14,3
2024-02-13,19.131428694170673,0.2149064328837731,0,4.3162237283731635,2.2913274119840414,90,70,58,25,8,6,12,3
2024-02-14,21.119466280343516,1.6922383711102236,0,8.084715116789587,3.606427742989129,92,67,55,25,8,7,14,3
2024-02-15,20.45192480191738,1.4714359735562197,0,15.522599452287974,2.1667560346531967,90,68,67,25,8,7,13,3
2024-02-16,19.53549541765182,0.42343355692393136,0,19.068539668016264,3.966077680065945,72,53,49,19,7,6,12,2
2024-02-17,20.136999812801793,0.2905720194915733,0,1.57893929673244,3.3084217811833243,76,63,54,21,7,6,12,2
2024-02-18,21.287757877537747,0.6325846974512488,0,10.710733555943897,2.05264556973358,74,60,53,21,7,6,12,2
2024-02-19,20.767522164885982,1.9521411720638087,0,6.250445426486129,2.5199096284318134,84,69,62,23,8,7,14,3
2024-02-20,21.30899614468052,0.5136631491341173,0,4.507877886336596,4.836017279210967,88,70,61,25,8,7,14,3
2024-02-21,22.76672770734914,0.9122544178932666,0,10.1162136703943,3.3080574825419617,94,70,64,27,8,7,14,3
2024-02-22,19.294478506435613,0.060040451434672626,0,12.121786811130734,4.524976129861624,91,69,56,26,8,7,14,3
2024-02-23,22.547074446942265,0.7944550591324651,0,0.19544462838962495,0.8937925173553218,79,64,53,22,8,6,12,2
2024-02-24,21.10804724100078,1.1426400308662055,0,15.60413144402382,2.4161807812257594,72,56,52,21,7,5,11,2
2024-02-25,20.181402487081385,1.9062492250159302,0,16.397642625188954,4.543308349225253,75,59,53,20,7,6,12,2
2024-02-26,19.829011274827373,1.0334720898801288,0,19.31021649135866,1.6130603072070882,87,73,61,27,9,7,14,3
2024-02-27,21.051962557780534,1.6382146523553756,0,3.612874664493899,4.838320990732104,87,68,56,23,8,6,13,3
2024-02-28,22.247086564628493,1.0942552851378011,0,11.891051247218961,0.4853874523682872,90,71,64,26,8,7,13,3
2024-02-29,21.284811296864437,0.0815700268710362,0,8.53250746952789,4.513355851375184,80,65,52,24,8,7,13,3
2024-03-01,23.01298401497207,0.6300165503795481,0,6.696557031107013,2.2260606103292933,80,62,52,21,8,6,12,3
2024-03-02,20.142640253603656,1.1510990156622065,0,11.312669028750094,0.36872082570580333,73,59,56,20,7,6,11,2
2024-03-03,21.676204788495866,1.9011879318622487,0,15.647661864471004,4.397607962930437,72,58,53,19,6,5,12,2
2024-03-04,20.53284102256274,1.7182607195024666,0,0.46105566890420224,1.2597010620455673,94,72,64,24,9,7,15,3
2024-03-05,22.24824129255136,0.4567112283576953,0,19.388002251323734,0.11125062747612602,83,68,60,22,8,7,14,2
2024-03-06,22.873276508350536,0.440219660038327,0,16.197631714114216,0.6790355278459614,119,90,78,34,11,9,18,4
2024-03-07,21.669781638751175,0.4023459342278015,0,15.02307407291157,3.2955737094988082,79,64,57,25,8,7,13,3
2024-03-08,19.592827632665113,1.8449977926050063,1,15.20774764361007,4.889057445690974,56,42,35,12,5,4,8,2
2024-03-09,22.504799877957115,1.7053323062034413,0,7.781214192373051,0.557310697917584,75,60,53,24,8,6,12,2
2024-03-10,22.853680466947885,1.5497668645058975,0,15.032411016896274,2.30974024062381,70,55,49,20,6,6,11,2
2024-03-11,22.934573877996144,0.7854702284484552,0,7.735404172059153,0.9031827547376625,92,71,64,25,8,7,12,3
2024-03-12,23.881611962182298,1.0087614085975336,0,17.974136591495864,3.7251826705079605,84,69,58,22,8,6,13,3
2024-03-13,21.69250593739183,0.9286634895903056,0,3.5444476661293933,0.5902944988090708,86,70,62,26,9,7,14,3
2024-03-14,23.563649882632703,0.5067962151187453,0,5.846948484303029,1.1992087424044477,87,64,60,24,8,7,13,3
2024-03-15,24.197924241961502,1.010056092297534,0,11.026750853981522,0.9820298382453568,75,56,47,21,7,6,12,2
2024-03-16,21.350884743756815,0.060993095705508926,0,6.38422071774545,2.7625989018348895,70,58,48,21,6,5,11,2
2024-03-17,23.575215637589523,0.26362074699491833,0,8.484744905905469,4.365920460003162,74,58,51,22,7,5,11,2
2024-03-18,22.879473986569547,1.7731791923378928,0,9.848453787971893,2.5554510057820927,90,69,63,25,8,7,14,3
2024-03-19,23.43218171654854,1.5033595340628465,0,17.12706697627017,0.29121726385735625,88,71,60,24,8,7,13,3
2024-03-20,23.993353474636564,0.8457368181181741,0,10.463845072173857,2.8169446529841564,78,65,58,23,7,7,14,2
2024-03-21,23.29230395147777,1.0343007245677545,0,7.24919697229121,3.9876049965900466,88,67,60,25,8,7,14,3
2024-03-22,23.239523219687126,0.7399977719199549,0,4.954723280702316,0.6607809865216135,84,61,51,22,7,6,12,2
2024-03-23,24.08688554788039,1.481559734321345,0,8.173519575843944,0.36355607172295856,69,58,51,21,7,6,11,2
2024-03-24,23.10475132659919,1.5683743584641592,0,10.314722088287398,0.9390388877878453,69,52,49,21,7,5,11,2
2024-03-25,23.247157308203636,1.5265703804063182,0,14.922297144064727,3.730431614108137,81,65,60,22,8,7,13,2
2024-03-26,25.155020151280308,1.4452234496688992,0,2.4209755234467734,2.9584020976600076,92,69,60,26,9,7,14,3
2024-03-27,23.471154249458348,0.40900867738559166,0,4.432183764783018,2.7029732698087443,128,97,84,35,11,10,20,4
2024-03-28,25.43215642725371,0.6759399584809576,0,7.593080317373464,1.2473994731588416,92,70,61,24,8,7,14,3
2024-03-29,25.375881854332906,0.9396908699673499,1,7.207968102390292,1.6611829762342971,44,35,33,14,4,4,9,1
2024-03-30,23.33643776960963,0.6615859828553112,0,7.834961752104235,4.829425064716712,75,53,53,20,7,5,11,2
2024-03-31,24.53509694650646,1.509880400316658,0,15.870425292806491,1.2031261336469283,84,64,54,23,7,6,12,2
2024-04-01,26.558606694018863,0.6587070484999094,0,6.483088059243462,4.508227116275442,88,63,61,23,8,7,13,3
2024-04-02,24.53654105145621,0.2764641735706743,0,10.037963608053293,2.902657522288683,93,71,64,26,8,7,14,3
2024-04-03,25.2078398121863,0.7980809040966081,0,12.47814065715793,0.616482331856239,87,68,61,25,8,7,13,3
2024-04-04,26.290124867128725,1.9598288655647607,0,4.643571003672102,2.33656189077534,86,66,57,23,8,6,13,3
2024-04-05,26.768510617222866,0.4517628258671518,0,14.373907742950777,4.742743586804379,79,62,54,21,6,6,10,2
2024-04-06,25.89182705151943,1.2243173178864581,0,10.942226394765619,2.092827990686793,80,69,53,24,7,6,13,2
2024-04-07,25.70524437640163,0.8659460996794126,0,8.935623260627562,4.316932823946812,70,53,52,20,7,6,11,2
2024-04-08,27.88560863993479,0.14204913529865326,0,16.195680534766275,1.2821434732585386,90,73,63,25,9,7,14,3
2024-04-09,28.363670667856447,0.975753211996119,0,4.86990518370364,2.854610759001865,125,93,83,33,11,9,19,4
2024-04-10,27.76616143385815,1.404328657296625,0,17.663519412286462,4.219260291009869,90,71,61,24,9,7,14,3
2024-04-11,27.036105896002134,1.0264399516556375,1,11.220974707334076,4.603442205848477,67,53,44,19,6,5,11,2
2024-04-12,26.306909949552985,1.7442121274931621,0,12.183497587593164,2.4291168357565036,77,64,51,23,8,6,11,3
2024-04-13,26.449974018102377,0.5778740333151653,0,17.501179283378857,3.198440510727145,79,59,55,21,7,6,13,2
2024-04-14,27.968981154103886,0.17249834260792984,0,16.35165375698672,0.014900653911654738,82,57,52,22,8,6,12,2
2024-04-15,28.031670560829184,1.8731312233160122,0,12.031241376438008,1.266116537566948,88,67,58,24,8,6,13,3
2024-04-16,29.182383462904774,0.756392699056438,0,15.063754076963482,1.3935605187347289,91,66,59,24,8,7,14,3
2024-04-17,28.59940509384995,1.1528111029072667,0,8.666389804657937,0.467465058272154,85,66,62,23,8,6,13,3
2024-04-18,26.614652599807737,1.584006252260392,0,10.947555069994925,1.3984750667848833,83,64,63,24,7,6,12,3
2024-04-19,29.339016175908146,0.6486273277511612,0,1.2414027341702227,1.6056101652906958,108,86,75,30,9,9,17,3
2024-04-20,27.458851166042777,1.4323290763552223,0,1.7971583600009366,4.843830197840966,74,61,51,20,7,6,11,2
2024-04-21,28.243241006915,0.27083769963565607,1,16.58850808372664,3.3430119028041885,59,39,35,15,5,4,8,2
2024-04-22,29.048119757258167,0.5825874944110105,0,1.1934331136499332,2.130025397081721,94,71,59,26,8,7,14,3
2024-04-23,30.964650515309618,0.2894212722730398,0,3.3879825126521457,4.940272303477546,89,66,57,25,8,7,13,3
2024-04-24,32.250270568630896,1.6224611168027157,0,15.916653179008831,0.766161601173056,88,68,62,25,9,8,15,3
2024-04-25,29.918698791112984,0.44529847045357074,0,0.02291901256512574,2.380255969652423,80,66,54,22,8,7,13,3
2024-04-26,29.300606709047074,1.4348071108104206,0,5.6480865769172865,3.235311035245247,76,56,54,22,7,6,12,2
2024-04-27,30.190289532253093,1.8865967944913051,0,11.680773156532435,0.2779031724203851,80,55,54,22,7,6,12,2
2024-04-28,30.715521864315487,1.055544418137754,0,11.908998629385932,3.584994290415594,71,53,49,20,7,5,11,2
2024-04-29,29.679332374442808,1.0800583845213754,0,15.543058164589471,0.49933676460994947,97,67,65,23,9,7,13,3
2024-04-30,31.96734491747067,0.9220671361956241,0,10.11852508984341,0.7014115429983847,81,64,56,23,8,6,12,3
2024-05-01,30.57428687541886,0.6517802867872855,0,10.188037390619407,0.7984475623104204,81,62,57,23,8,6,13,3
2024-05-02,31.013939761323932,0.9513100618498342,0,14.506211510814008,4.644449133277589,83,65,55,23,8,7,13,3
2024-05-03,31.35394852007766,1.2056150645335189,0,9.97248926532567,3.4161777256908388,77,59,57,23,7,6,13,2
2024-05-04,31.28123459798892,1.9719831443413187,0,12.169821731272336,3.2771375055155207,79,60,51,22,7,6,11,2
2024-05-05,31.86995747494396,1.8755291186364484,0,17.955481365101022,2.7774674823249605,75,61,53,22,7,6,13,3
2024-05-06,30.584827262446606,1.7243059165862435,0,8.029020152247439,1.464029993475514,84,69,64,26,8,7,14,3
2024-05-07,30.81448596718662,1.7782610714097167,0,7.702501418384444,3.104448522996757,89,66,63,23,8,7,13,3
2024-05-08,30.442933973671117,0.9356983665840859,0,0.07097983729542623,2.050748599443199,84,68,62,24,8,7,13,3
2024-05-09,32.152432672435,1.3148886543549296,0,12.268525230424638,0.7270807504630744,84,65,62,24,8,7,14,3
2024-05-10,32.66120360194456,1.7901334458724283,0,0.5954381481426396,3.4479864516386654,67,54,48,19,7,5,11,2
2024-05-11,32.50881786483808,0.7859015299827061,0,10.082969794566326,0.6479108396496136,78,61,57,22,7,6,12,2
2024-05-12,33.89370756338919,1.9235249566909376,0,16.08467578064453,0.9533429051058662,73,51,50,19,7,5,12,2
2024-05-13,32.38113164123045,0.831572124138366,0,10.998421410393263,4.088496559238029,92,66,59,25,8,6,14,3
2024-05-14,33.22227460675438,1.2021653307864313,0,5.39272330433352,3.30058548062577,94,69,62,24,8,8,15,3
2024-05-15,31.62788069920174,1.4196094265447439,0,15.723368428987426,3.154955771068212,95,71,65,27,9,7,14,3
2024-05-16,32.49772462633169,1.9011840261518766,0,5.3943400816507765,2.0910139217136203,91,65,62,27,8,6,13,3
2024-05-17,33.74475000412867,0.4892325481045321,0,14.660635618917974,1.9814025911968558,72,57,53,21,7,6,10,2
2024-05-18,34.06179872766679,1.4922619564772845,0,12.205169103804625,3.451313045927006,75,58,52,22,7,6,12,2
2024-05-19,33.081262048276955,1.0416311722881644,0,3.399925934960024,3.7000276930452287,79,55,53,21,7,6,12,2
2024-05-20,33.46516196990565,0.5371142812412821,0,18.102677496883715,2.5510660118215527,93,67,65,26,8,8,15,3
2024-05-21,32.17937168222592,1.5532136795927811,0,4.012873659143914,4.846346221742631,122,95,86,34,12,10,19,4
2024-05-22,33.499604861629464,1.1044445603476931,0,19.791741482813396,4.77849779459436,94,73,62,25,8,7,14,3
2024-05-23,34.90526305557952,1.3219476412993516,1,0.14620977309881544,2.0621474500637933,65,52,45,16,6,5,11,2
2024-05-24,34.747141042229735,0.645802137155802,0,5.269667542858061,4.103111271415768,71,59,52,20,7,6,12,2
2024-05-25,34.82842164688552,0.96254790365521,0,3.997205945483977,2.7163392079920765,75,58,56,22,7,6,12,3
2024-05-26,34.53206710458507,1.2347085019761341,0,0.27986820340925256,2.5587794377858724,76,54,56,22,6,6,11,2
2024-05-27,34.642565867656685,0.809821628539688,0,14.647358002946312,0.2748203068932592,85,68,57,25,8,7,13,3
2024-05-28,34.127017261684436,0.3967450796954026,0,13.868516041991924,2.869873552341551,83,62,59,24,7,7,13,2
2024-05-29,35.63658392180231,1.923280984630608,0,15.84701928709861,4.502889652815823,92,66,63,24,8,7,13,3
2024-05-30,35.50768238291043,1.0229350800852348,0,5.133970929291305,3.9006692459754606,89,73,64,25,8,7,14,3
2024-05-31,35.7261749216483,1.467840740575401,0,8.886703341659398,3.93158572349631,76,60,56,23,8,6,12,2
2024-06-01,34.85401687271542,9.202952439943129,0,13.182270432430949,0.7996451928816961,78,59,56,19,7,6,12,2
2024-06-02,33.37101021180495,17.80651409690651,0,8.795370077762872,1.7922472356678183,73,54,48,20,6,6,11,2
2024-06-03,36.76417027466487,17.18437019803112,0,13.946515406358316,1.166024583251179,86,69,58,24,8,7,13,3
2024-06-04,35.3291652785296,20.627288817163215,0,12.679468168808842,1.5795764122781797,89,67,60,25,8,7,14,3
2024-06-05,35.08449110556451,28.65467234978153,0,2.2929560604435295,2.897696717468627,89,64,62,24,8,7,13,3
2024-06-06,36.778247613065254,19.49428604406199,0,15.62086242153936,1.8239190668512395,93,64,62,25,8,7,14,3
2024-06-07,35.82845484448954,18.505431669465466,0,14.413527181850366,25.253226951972643,74,62,48,21,6,6,12,2
2024-06-08,37.414259392948395,6.258073323366599,0,13.116687752348106,2.192506241372885,115,87,78,31,10,9,18,4
2024-06-09,37.103301559926514,6.572686900450599,0,3.1018721254200465,1.4330777922486382,73,59,53,21,7,6,11,2
2024-06-10,37.29991550562326,9.683669783169723,0,5.359928975907273,0.4770171710257931,88,70,59,24,8,6,14,3
2024-06-11,35.37848047712892,5.811769292293707,0,88.56256101420283,4.459192286723913,84,66,59,24,8,7,14,3
2024-06-12,38.08247165762307,23.583822389250308,0,99.6651522192314,0.05686683002324333,90,69,66,26,9,7,14,3
2024-06-13,37.25583380175033,23.083257599849077,0,4.556205813522629,0.008262440709855823,83,61,56,23,8,7,13,3
2024-06-14,36.747289083571545,8.401405860791073,0,16.107153403235515,4.1339886988177295,69,51,48,19,7,5,11,2
2024-06-15,37.37982885030137,25.901972519882023,0,12.764644927204047,23.78460711137957,114,88,77,32,11,9,17,3
2024-06-16,35.57793499674153,8.8696508711528,0,11.309442631005007,3.635514138568281,109,91,80,31,11,9,17,4
2024-06-17,37.878373688446224,12.52938967493397,1,4.519054217065078,0.07636919031442368,67,50,47,17,6,5,10,2
2024-06-18,36.55368657660355,11.224422479034125,0,18.361531245372827,1.1334511333425668,131,98,86,34,12,10,20,4
2024-06-19,36.34147798299584,14.307677464326195,0,97.13168888454915,4.859113501309807,129,103,91,37,12,10,20,4
2024-06-20,36.28059932448986,11.366594147249046,0,81.51289361314699,4.043021260869174,99,70,66,25,9,7,15,3
2024-06-21,39.022144942557695,17.2237731609613,0,19.33345333410586,31.408009820145427,78,61,50,23,8,6,12,2
2024-06-22,37.384347488053976,15.185197033867135,0,99.78512477230117,34.0371913772409,123,98,88,35,12,10,19,4
2024-06-23,39.64911829999011,29.664237269483163,0,19.857175503692595,0.0718510296337449,131,101,89,37,12,10,20,4
2024-06-24,37.67896406997185,6.398158753205641,0,13.021022339558934,0.10430736318704503,84,65,57,23,7,6,13,3
2024-06-25,36.604348306065134,8.55453440968379,0,4.3492068720779,3.0599043176511334,86,69,53,23,8,7,12,3
2024-06-26,37.28965961639612,6.320647347715062,0,4.076389874330227,0.10915938176211559,134,105,96,35,12,11,21,4
2024-06-27,39.73398253528222,20.646029874559396,0,6.491285685109527,4.968150709626864,126,102,89,36,12,10,19,4
2024-06-28,38.43174140482136,6.362731935342989,0,0.14260040442012123,0.9169191674686905,77,59,54,22,7,6,12,2
2024-06-29,38.12627625080537,25.910993434403082,0,13.633969401656692,26.58067323325701,116,93,82,33,11,9,19,3
2024-06-30,38.91893527729522,17.798465767048196,0,98.48475401628266,0.7752986070620671,117,93,80,33,11,10,19,4
2024-07-01,39.34245783560118,18.175190614538344,0,16.303664645855058,2.7004671054885727,82,62,57,24,8,7,13,2
2024-07-02,40.03721228049795,19.039862692804853,0,7.183453011186005,0.40305644233108784,87,70,65,26,8,7,13,3
2024-07-03,40.44480792641536,9.270342657655268,0,9.599129869266253,3.833892122666216,87,64,63,23,8,6,14,3
2024-07-04,38.71036948223727,9.94225757786219,0,86.09159894174498,2.9246054736241485,96,66,62,25,9,7,14,3
2024-07-05,37.8152321957713,12.970433071825116,0,4.843442460945542,0.43083346700707514,79,59,55,20,7,6,12,2
2024-07-06,38.79624771604307,19.837410395546286,0,98.71310258819089,28.48900623038071,76,57,51,20,7,5,12,2
2024-07-07,39.53569734237485,10.252944398505363,0,15.102355786108344,2.73509307388351,171,129,113,47,16,13,25,5
2024-07-08,38.37461336201864,7.908293178331531,0,4.419963150472704,4.60796155006659,92,68,60,24,8,7,13,3
2024-07-09,38.44140966452391,29.252922160460805,0,10.019936732243913,4.583116868390563,91,70,68,26,9,7,14,3
2024-07-10,39.79975175582131,5.549545370240573,0,7.004038506259366,4.602538947432912,93,77,61,25,9,7,14,3
2024-07-11,39.46191281138108,25.06743513340054,0,15.438124868001783,0.38892600100233987,136,103,100,37,13,10,21,4
2024-07-12,39.59514526133064,24.70087873937555,0,12.449666380580748,33.80500342508401,71,58,49,20,7,6,11,2
2024-07-13,38.85280250402293,12.4303528461274,0,9.51966109721094,4.93852904858099,177,136,126,49,16,13,27,5
2024-07-14,39.42699866234278,8.390665400182835,0,15.587265300954364,2.43800410699353,82,60,55,22,8,6,13,3
2024-07-15,38.776406074246765,8.640716167635585,0,4.703111400168341,1.1910702641457382,125,95,87,34,12,9,20,4
2024-07-16,40.63120296284899,22.435790430929814,0,80.1710954023634,3.84832244249329,86,63,63,23,8,7,13,3
2024-07-17,40.81373274978032,21.070164777154343,1,17.307486241856488,1.32142610606241,66,49,49,18,6,5,10,2
2024-07-18,37.966876840477994,24.568641856284668,0,81.74865394987285,3.6360784400932116,88,67,59,24,9,6,14,3
2024-07-19,38.915227307328514,28.437029309977618,0,92.61509996081536,32.93009708402882,80,56,52,23,8,6,12,3
2024-07-20,38.37696516884978,22.2981840816648,0,8.160283339965375,20.549145737633012,126,102,90,37,12,10,19,4
2024-07-21,39.24930101646664,8.896288413786086,0,19.63616045435654,1.370239040989677,105,81,72,30,10,8,18,3
2024-07-22,39.83878412438896,11.086065419135267,0,7.5918728764487975,2.0080928703961853,90,63,61,24,8,7,13,3
2024-07-23,38.49253384924099,26.054843271827863,0,80.63230022542484,2.066255016166382,133,100,90,35,13,10,22,4
2024-07-24,39.03733014834648,10.232651895855215,0,95.46784449257545,2.4563645905223592,87,73,63,24,9,7,14,3
2024-07-25,38.96929235900005,6.8130579238620355,0,81.04104796734615,0.8368642577006802,133,98,91,36,13,11,20,4
2024-07-26,40.191621540954586,22.582001351056263,0,80.76307211870754,31.05134517997135,117,92,78,32,11,9,17,4
2024-07-27,40.06184444943308,15.06315888725355,0,88.59635396282764,25.236561731743713,129,96,91,35,12,10,20,4
2024-07-28,39.27594746646165,28.00100131364759,0,1.3155340682228922,2.658544982905262,113,89,81,33,10,9,17,4
2024-07-29,40.1767282695013,21.25637677734154,0,15.268356284413436,4.099502149922291,89,70,62,25,8,7,14,3
2024-07-30,39.45248650196011,7.260474444791519,0,90.59126187296674,2.5866724923974758,138,107,97,39,13,11,22,4
2024-07-31,39.723807696547524,28.696414181341517,0,13.435454527244596,1.153919612568376,135,101,95,37,13,10,20,4
2024-08-01,41.662249246148875,11.463931591006148,0,5.838192275806873,3.3156436912209357,132,98,89,37,12,10,21,4
2024-08-02,41.31963266044427,13.430312260157145,0,92.25337059478959,3.986570720433126,124,96,84,34,11,9,18,4
2024-08-03,38.6670077806141,15.05651034208855,0,2.2086874261743294,30.595688148545626,122,96,83,34,12,9,20,4
2024-08-04,40.78078552888615,6.280607410107831,0,88.75599062549547,3.226529645088026,123,97,84,36,12,10,19,4
2024-08-05,40.74396504716574,17.412885555765122,0,91.09161343071248,0.7346899797300632,98,70,64,26,9,7,14,3
2024-08-06,38.76287735118193,8.082962276882306,0,6.981939729881641,1.7096315228903203,130,99,91,35,12,10,21,4
2024-08-07,40.70555354607827,15.024258167208794,0,92.21012348083639,4.546119647748171,87,65,62,24,8,7,14,3
2024-08-08,41.39741341805086,13.767744699802108,0,4.60108735493794,4.556540815812854,95,71,67,26,8,7,14,3
2024-08-09,38.706720713555406,24.321002085662585,0,1.531372836402325,29.360314099916955,130,97,88,36,11,9,20,4
2024-08-10,38.87863409544063,25.079262790818277,0,18.398027328738426,23.124283790963503,122,96,88,34,11,9,18,4
2024-08-11,40.77776697316718,8.8353220597272,0,10.608213759508068,4.270077076029707,155,123,105,43,14,12,24,5
2024-08-12,39.992677277116265,14.163779684480655,0,7.934839425254793,4.792765926563133,133,104,94,38,13,10,21,4
2024-08-13,40.23085410548016,14.333829025795792,0,10.700584255375677,2.449432201448847,133,102,91,36,12,10,19,4
2024-08-14,39.975294702041985,8.785261098402126,0,12.565864569631053,2.8078786831301716,130,102,90,37,13,11,20,4
2024-08-15,39.97787409080111,24.961337626279764,1,18.437575867386983,2.0782078332391514,64,49,45,18,6,5,10,2
2024-08-16,38.21033783799338,22.68070820838558,0,90.76678980700032,32.12603449696341,72,55,53,22,7,5,12,2
2024-08-17,40.53093350674316,9.759544657425868,0,93.43912280989824,2.114017362244092,125,99,90,35,12,10,20,4
2024-08-18,40.59720142633198,14.168047714844976,0,19.515786726882293,3.9531366969153856,74,59,53,21,7,6,12,2
2024-08-19,39.13942271888629,7.645125621412856,0,7.423859732970488,4.0244274899576435,89,72,65,25,9,7,14,3
2024-08-20,39.26376236056593,20.7051649273261,0,0.4512330151465527,4.461885572966499,89,74,64,26,9,7,14,3
2024-08-21,37.711799719375215,8.034298113715492,0,2.9528698527431763,0.25733352587984537,99,72,61,26,9,7,15,3
2024-08-22,39.690091016611774,29.648354215622945,0,80.8027877633082,2.6357729479031695,86,66,60,23,8,6,13,3
2024-08-23,39.678103742656305,24.517051867196557,0,90.9318852699449,21.041254378852063,124,92,85,33,12,9,18,4
2024-08-24,38.97136700624753,14.755963739599876,0,5.577416979824461,1.0037109158287167,192,144,128,54,17,15,30,6
2024-08-25,40.0827462672196,19.46409830698386,0,18.47085513872452,4.501082511903032,73,59,54,21,7,6,12,2
2024-08-26,38.546495995314984,27.78354540541022,1,19.917725515194316,2.4839562921484792,66,54,48,19,6,5,10,2
2024-08-27,39.36472796562896,18.852482009895652,0,80.42161320857073,3.7927246044830683,90,66,58,25,9,7,15,3
2024-08-28,37.6973988484011,9.36246215994888,0,0.6639263013112351,0.3219205296434041,92,72,61,27,9,7,14,3
2024-08-29,38.60786912962487,14.467583889528983,0,98.38859201116816,2.08413251962426,128,102,89,35,12,10,20,4
2024-08-30,38.368867439595434,26.078621625743637,0,87.0709644512691,29.142523945858716,121,90,82,34,11,9,18,4
2024-08-31,38.67779849557157,21.105325399740448,0,8.123440258229719,24.448016440322185,122,97,86,34,11,9,20,4
2024-09-01,37.98972786535301,21.268109608345007,0,12.123546115635353,1.6290893955284158,115,86,78,32,11,9,17,4
2024-09-02,38.13206939156743,26.67053714221223,0,93.10464969152689,0.3227390251194162,86,61,63,25,8,7,13,3
2024-09-03,38.99142768590067,27.349326436562617,0,18.681536985429688,3.256699704347552,126,100,92,36,12,10,20,4
2024-09-04,37.62803522597123,27.994814294485906,0,10.694794308270222,4.854456295290593,83,70,64,25,8,7,13,3
2024-09-05,36.35525153708748,7.371229831328902,0,13.874521229248844,4.135227455714149,135,106,96,38,13,10,22,4
2024-09-06,39.60608245499257,18.60315004907752,0,82.91135517305003,24.2346658678131,130,103,88,33,11,10,19,4
2024-09-07,39.130294492360896,23.512738030457964,0,96.62277928870765,30.057703979281513,114,90,79,33,10,9,18,4
2024-09-08,36.34662343279981,23.923171128175344,0,86.97395790723273,4.275979030984893,128,97,85,34,11,10,19,4
2024-09-09,38.216376080565276,20.167905049250095,0,88.0029910781169,2.885885976856713,130,107,98,40,12,10,22,4
2024-09-10,36.90924533793462,9.169683379591854,0,97.8810922540429,2.5912615570660495,86,68,63,25,8,7,14,3
2024-09-11,37.559062756195935,24.935513848541607,0,89.93247628126343,2.031271332139138,85,71,60,26,8,7,13,3
2024-09-12,37.47099326577311,23.002783337873645,0,6.42358517934928,4.090474475229399,88,69,60,23,8,7,13,3
2024-09-13,36.82142830075546,7.153394288725908,0,8.463456790535098,0.910338061390123,132,96,84,35,12,9,18,4
2024-09-14,36.14904660328338,16.59524561685941,0,97.73452766289978,32.89351383216671,155,116,111,43,14,12,24,5
2024-09-15,36.117193042453906,9.34943498804509,0,83.38933417776879,4.739469113423375,181,131,122,50,17,13,28,5
2024-09-16,35.76444672665409,13.436926142824298,1,89.4643005983621,0.01889092601738529,112,86,79,30,10,9,19,4
2024-09-17,35.719741363860415,5.452027305142136,0,1.9774231010730192,4.884146609379259,134,100,91,35,12,10,20,4
2024-09-18,36.353368842316286,15.008246710268956,0,87.44732596457206,3.644266849368829,145,105,93,39,13,10,21,4
2024-09-19,35.57186815684759,18.74692302890526,0,87.431462170324,1.6424945984891381,91,71,66,25,9,7,13,3
2024-09-20,36.8348980653459,20.48956482067717,0,18.932634919306754,22.20680517601377,73,57,50,21,7,6,12,2
2024-09-21,37.503486787585146,21.587258628217754,0,7.82456442566966,28.156084342458932,152,122,113,43,14,12,24,5
2024-09-22,35.29779928155469,25.9072828275615,0,1.2981339242933965,1.2268102799321796,166,126,115,48,15,13,27,5
