ds,max_temp_c,rainfall_mm,is_holiday,O_positive,A_positive,B_positive,AB_positive,A_negative,B_negative,O_negative,AB_negative
2024-01-29,19.7530669018921,1.8871304343139539,0,71,62,51,19,7,5,10,3
2024-01-30,19.64397482817987,0.08376078767755102,0,74,59,53,20,6,5,10,2
2024-01-31,19.359958081968006,1.0061366452640563,0,84,59,55,19,6,5,10,3
2024-02-01,20.759837759944297,1.1684495776634363,0,79,56,50,19,6,5,10,2
2024-02-02,19.845526095700343,1.8403939721485478,0,71,53,41,17,6,4,8,2
2024-02-03,19.391437000206786,0.09831704724285517,0,67,49,46,17,6,4,8,2
2024-02-04,21.379124963333492,1.146999169870432,0,63,51,40,16,5,4,9,2
2024-02-05,21.497380910334314,1.707259857055914,0,76,57,49,20,7,5,11,3
2024-02-06,19.500251483387764,0.48385545623847315,0,79,57,51,19,7,5,10,3
2024-02-07,18.25996562469952,1.752584697047875,0,78,61,48,19,6,5,10,3
2024-02-08,21.162775522316,0.038086818548583645,0,75,59,53,19,6,5,10,2
2024-02-09,19.5023054715239,1.4649092582674594,0,60,52,45,16,6,5,8,2
2024-02-10,21.0121421841062,1.866226442337306,0,75,49,42,16,5,4,8,2
2024-02-11,18.288891630563963,1.3143953232801244,0,64,47,46,16,6,4,9,2
2024-02-12,21.19195811978424,0.8780584879608959,0,76,56,54,20,6,5,10,3
2024-02-13,19.131428694170673,0.08976203294543605,0,77,58,51,19,6,5,11,3
2024-02-14,21.119466280343516,1.8402276266452575,0,76,56,50,18,6,5,10,3
2024-02-15,20.45192480191738,0.9405924453831496,0,77,55,56,19,7,6,11,3
2024-02-16,19.53549541765182,0.05799348867189602,0,69,51,45,14,5,4,9,2
2024-02-17,20.136999812801793,1.3796421426575238,0,64,47,44,16,5,4,9,2
2024-02-18,21.287757877537747,0.9636745071525163,0,61,49,46,16,6,5,9,2
2024-02-19,20.767522164885982,0.24869063488482146,0,76,58,52,19,7,5,10,3
2024-02-20,21.30899614468052,0.42854361862051915,0,75,56,50,21,7,5,10,3
2024-02-21,22.76672770734914,0.12898136091169254,0,81,61,51,20,6,5,10,3
2024-02-22,19.294478506435613,1.148587079417147,0,80,55,53,20,6,5,12,3
2024-02-23,22.547074446942265,1.2440589585040185,0,65,49,39,15,5,4,8,2
2024-02-24,21.10804724100078,1.0114845967108888,0,61,49,43,16,6,4,8,2
2024-02-25,20.181402487081385,1.6342042660052298,0,61,48,46,16,6,4,9,2
2024-02-26,19.829011274827373,1.7220176426160272,0,77,55,50,19,7,5,10,3
2024-02-27,21.051962557780534,1.2312487933662533,0,78,60,54,19,7,5,10,3
2024-02-28,22.247086564628493,0.02551295941486109,0,76,59,54,18,7,5,11,3
2024-02-29,21.284811296864437,1.3904593114954713,0,75,56,51,18,6,5,10,3
2024-03-01,23.01298401497207,0.8359984338407032,0,63,50,42,17,6,5,8,2
2024-03-02,20.142640253603656,1.131114966452774,0,65,49,43,16,5,4,9,2
2024-03-03,21.676204788495866,1.2981612040377688,0,58,46,49,16,6,4,9,2
2024-03-04,20.53284102256274,0.7004732286541535,0,73,56,55,19,7,5,10,2
2024-03-05,22.24824129255136,1.8341970103435885,0,75,60,51,20,7,5,10,2
2024-03-06,22.873276508350536,0.2679497334995624,0,110,81,70,27,8,7,14,4
2024-03-07,21.669781638751175,1.3430236145620749,0,74,56,51,20,6,5,11,2
2024-03-08,19.592827632665113,0.008719159913160857,1,45,32,30,11,4,3,6,1
2024-03-09,22.504799877957115,1.8493022108103616,0,65,47,41,16,5,4,8,2
2024-03-10,22.853680466947885,0.225008266476183,0,69,48,43,16,5,4,8,2
2024-03-11,22.934573877996144,0.18976846029514927,0,81,56,54,21,6,5,10,2
2024-03-12,23.881611962182298,0.6660152661044885,0,77,54,48,20,7,5,10,3
2024-03-13,21.69250593739183,0.7471325720781612,0,75,60,53,20,6,5,9,3
2024-03-14,23.563649882632703,0.42860014464575724,0,75,60,54,19,6,5,10,3
2024-03-15,24.197924241961502,1.1702433218542494,0,64,46,42,17,5,5,9,2
2024-03-16,21.350884743756815,0.8858281960839272,0,63,49,47,17,5,4,9,2
2024-03-17,23.575215637589523,0.06835117808217483,0,66,47,42,14,6,5,9,2
2024-03-18,22.879473986569547,0.6393041245106013,0,78,57,52,18,6,5,10,3
2024-03-19,23.43218171654854,1.620865827146341,0,79,57,51,19,7,5,10,2
2024-03-20,23.993353474636564,1.3794030697237372,0,81,57,51,18,7,5,10,2
2024-03-21,23.29230395147777,1.449741707159761,0,82,62,50,19,6,5,11,3
2024-03-22,23.239523219687126,1.396233848167047,0,65,48,45,16,6,4,9,2
2024-03-23,24.08688554788039,0.6219460427660666,0,68,47,45,16,6,4,9,2
2024-03-24,23.10475132659919,0.19932784415355176,0,64,47,43,16,5,4,9,2
2024-03-25,23.247157308203636,0.544934368066192,0,80,60,48,19,7,5,11,3
2024-03-26,25.155020151280308,1.6635706003703186,0,80,54,52,20,6,5,10,3
2024-03-27,23.471154249458348,1.9609415955661422,0,110,78,72,27,9,7,14,3
2024-03-28,25.43215642725371,0.9876940294831227,0,77,61,51,19,6,5,10,2
2024-03-29,25.375881854332906,136.48272100167776,1,68,53,50,16,6,4,9,2
2024-03-30,23.33643776960963,0.28008962426845807,0,61,49,40,17,5,4,9,2
2024-03-31,24.53509694650646,0.6441611506325315,0,65,53,39,16,5,5,9,2
2024-04-01,26.558606694018863,1.1571706971858995,0,81,58,50,18,6,5,10,2
2024-04-02,24.53654105145621,0.15018729161062794,0,76,56,53,19,6,5,11,3
2024-04-03,25.2078398121863,1.8867145974197632,0,79,57,49,19,6,5,10,3
2024-04-04,26.290124867128725,0.7301673465688014,0,79,55,49,19,6,5,10,3
2024-04-05,26.768510617222866,1.825168435849646,0,64,51,45,16,5,4,8,2
2024-04-06,25.89182705151943,1.5610436055140435,0,69,50,44,16,5,4,9,2
2024-04-07,25.70524437640163,1.5108745450311623,0,56,51,44,18,5,4,9,2
2024-04-08,27.88560863993479,1.213439159564464,0,73,60,53,19,7,5,11,2
2024-04-09,28.363670667856447,1.2535676341036892,0,104,79,70,27,10,7,13,3
2024-04-10,27.76616143385815,1.2760064704324963,0,74,55,50,18,6,5,10,3
2024-04-11,27.036105896002134,1.2574427740511642,1,58,42,39,14,4,4,7,2
2024-04-12,26.306909949552985,1.1074564627967225,0,175,129,113,43,15,11,23,6
2024-04-13,26.449974018102377,1.9728280369657778,0,66,49,39,15,5,4,9,2
2024-04-14,27.968981154103886,1.4645811348513922,0,67,51,42,17,6,4,9,2
2024-04-15,28.031670560829184,1.5538927767850423,0,74,57,53,20,7,5,11,3
2024-04-16,29.182383462904774,1.7449256301673484,0,73,58,52,19,7,5,10,3
2024-04-17,28.59940509384995,0.43127952545169834,0,78,57,53,19,6,5,10,3
2024-04-18,26.614652599807737,0.16760831819012156,0,75,59,47,19,7,5,10,3
2024-04-19,29.339016175908146,0.9657888731971973,0,90,70,64,25,8,6,13,3
2024-04-20,27.458851166042777,1.0281613912385463,0,68,44,45,18,5,4,8,2
2024-04-21,28.243241006915,1.6583635598998354,1,49,35,27,11,3,3,6,1
2024-04-22,29.048119757258167,0.8875671585646714,0,81,60,53,20,7,5,10,3
2024-04-23,30.964650515309618,1.1417060510886254,0,77,59,51,19,6,5,10,2
2024-04-24,32.250270568630896,1.0541418770269166,0,79,56,57,20,6,5,10,3
2024-04-25,29.918698791112984,0.07640556751478211,0,81,55,47,18,6,5,10,3
2024-04-26,29.300606709047074,1.230429793193828,0,63,50,46,16,5,4,8,2
2024-04-27,30.190289532253093,1.6560865715485045,0,68,49,42,16,5,4,8,2
2024-04-28,30.715521864315487,0.31500109615160765,0,66,48,40,17,5,4,9,2
2024-04-29,29.679332374442808,1.1886634678531915,0,80,62,50,19,7,5,11,3
2024-04-30,31.96734491747067,1.1872210888928287,0,77,55,52,18,6,5,10,2
2024-05-01,30.57428687541886,0.3283699281127175,0,81,62,53,19,6,5,10,2
2024-05-02,31.013939761323932,0.24692714746147204,0,77,58,55,20,7,5,11,3
2024-05-03,31.35394852007766,1.9601038859529696,0,60,44,46,15,5,4,8,2
2024-05-04,31.28123459798892,0.7874383393060751,0,69,48,41,15,5,4,8,2
2024-05-05,31.86995747494396,0.45484345744705856,0,62,51,45,16,6,5,9,2
2024-05-06,30.584827262446606,0.3426490889087499,0,81,57,52,19,7,6,10,3
2024-05-07,30.81448596718662,1.3352034271664701,0,77,54,50,20,6,5,10,3
2024-05-08,30.442933973671117,1.2188905946545576,0,80,57,51,18,6,5,10,3
2024-05-09,32.152432672435,1.287104245974835,0,80,56,50,19,6,5,10,3
2024-05-10,32.66120360194456,0.1760120550229045,0,66,50,43,17,6,4,9,2
2024-05-11,32.50881786483808,1.787069166996874,0,66,50,42,15,6,4,9,2
2024-05-12,33.89370756338919,0.7785327936180966,0,66,46,41,17,5,4,8,2
2024-05-13,32.38113164123045,0.6267388128607159,0,71,56,52,18,7,5,10,3
2024-05-14,33.22227460675438,0.9247228944954784,0,77,59,52,20,6,5,10,2
2024-05-15,31.62788069920174,0.7801321314952565,0,73,56,51,19,6,5,10,2
2024-05-16,32.49772462633169,1.7271540062782917,0,77,55,54,18,6,5,10,3
2024-05-17,33.74475000412867,1.8585219503957842,0,61,46,43,16,5,4,9,2
2024-05-18,34.06179872766679,0.6069064328992124,0,61,49,43,17,5,4,8,2
2024-05-19,33.081262048276955,1.7278716149199096,0,70,49,45,16,5,4,8,2
2024-05-20,33.46516196990565,1.5630462590661343,0,80,56,51,20,6,5,10,2
2024-05-21,32.17937168222592,1.8616153446895236,0,107,80,71,28,9,7,14,3
2024-05-22,33.499604861629464,0.49150062437177566,0,77,61,46,18,6,5,10,3
2024-05-23,34.90526305557952,1.1539183002419582,1,56,40,38,13,5,4,9,2
2024-05-24,34.747141042229735,0.5490891694808893,0,67,44,40,15,6,4,8,2
2024-05-25,34.82842164688552,1.6481889809687484,0,63,50,41,16,5,4,8,2
2024-05-26,34.53206710458507,0.010648381142128516,0,68,48,41,17,6,4,8,2
2024-05-27,34.642565867656685,1.1296383257727922,0,76,56,49,20,7,5,10,3
2024-05-28,34.127017261684436,0.678406862543836,0,76,59,50,19,7,5,10,3
2024-05-29,35.63658392180231,0.6453674141556405,0,77,59,50,19,6,5,10,2
2024-05-30,35.50768238291043,1.289812647729834,0,75,53,53,20,6,5,10,3
2024-05-31,35.7261749216483,1.7029688986279878,0,66,47,44,18,5,4,9,2
2024-06-01,34.85401687271542,26.84195086401872,0,88,73,56,23,8,6,12,3
2024-06-02,33.37101021180495,8.170044978169,0,66,50,43,14,6,4,8,2
2024-06-03,36.76417027466487,26.664892214887587,0,80,59,52,19,7,5,11,3
2024-06-04,35.3291652785296,19.83938136035745,0,75,60,51,20,6,5,10,3
2024-06-05,35.08449110556451,8.177762271675599,0,76,58,51,19,6,5,10,3
2024-06-06,36.778247613065254,15.6885463839928,0,78,59,52,20,7,5,10,3
2024-06-07,35.82845484448954,9.021507337127447,0,63,50,45,16,6,4,9,2
2024-06-08,37.414259392948395,22.50869722166424,0,91,69,57,22,8,6,11,3
2024-06-09,37.103301559926514,23.971703360448743,0,66,48,43,16,5,4,8,2
2024-06-10,37.29991550562326,7.644913006819974,0,80,58,54,19,7,5,11,3
2024-06-11,35.37848047712892,17.65349631736611,0,75,56,54,20,6,5,10,2
2024-06-12,38.08247165762307,25.36562640064793,0,74,58,53,19,6,5,10,3
2024-06-13,37.25583380175033,28.404076038774914,0,76,55,52,20,6,5,10,2
2024-06-14,36.747289083571545,17.837946668544248,0,87,66,63,23,7,6,12,3
2024-06-15,37.37982885030137,28.756980590285178,0,143,105,98,37,11,9,20,5
2024-06-16,35.57793499674153,18.392224261400745,0,61,46,43,16,5,4,8,2
2024-06-17,37.878373688446224,14.854762364997699,1,85,57,50,18,6,5,11,3
2024-06-18,36.55368657660355,26.205078213822386,0,81,57,51,20,6,5,11,3
2024-06-19,36.34147798299584,17.324567761452226,0,77,59,57,21,7,5,10,2
2024-06-20,36.28059932448986,16.797562764113074,0,79,60,48,20,6,5,10,3
2024-06-21,39.022144942557695,17.25781223524571,0,85,66,59,22,7,6,12,3
2024-06-22,37.384347488053976,26.169625046743633,0,115,84,69,26,9,7,14,3
2024-06-23,39.64911829999011,25.798538542201303,0,82,65,56,20,7,6,11,3
2024-06-24,37.67896406997185,15.08799981100528,0,76,59,49,21,6,5,10,3
2024-06-25,36.604348306065134,13.332496496763126,0,71,58,51,19,7,5,10,3
2024-06-26,37.28965961639612,17.298200600978234,0,99,74,61,24,8,6,13,3
2024-06-27,39.73398253528222,19.319312743427727,0,96,77,68,25,8,7,14,3
2024-06-28,38.43174140482136,10.958430265699924,0,65,51,46,16,5,4,8,2
2024-06-29,38.12627625080537,24.848877117889767,0,111,88,74,29,9,8,16,4
2024-06-30,38.91893527729522,17.16206914331057,0,62,49,43,15,6,4,8,2
2024-07-01,39.34245783560118,13.35113871049899,0,74,59,51,20,7,5,11,2
2024-07-02,40.03721228049795,7.670524824099765,0,98,76,66,25,8,7,13,3
2024-07-03,40.44480792641536,10.971129010090173,0,73,56,51,20,7,5,10,3
2024-07-04,38.71036948223727,28.732029293899593,0,75,57,53,20,7,5,10,3
2024-07-05,37.8152321957713,12.627492170488164,0,67,49,46,16,5,5,8,2
2024-07-06,38.79624771604307,9.221482234175884,0,94,66,56,21,7,6,12,3
2024-07-07,39.53569734237485,16.51681979137483,0,87,66,56,21,7,5,11,3
2024-07-08,38.37461336201864,12.677193584006218,0,74,57,53,19,6,5,10,2
2024-07-09,38.44140966452391,5.878981256779854,0,76,54,48,18,6,5,11,3
2024-07-10,39.79975175582131,13.078630431985431,0,77,58,47,20,7,5,10,3
2024-07-11,39.46191281138108,18.602715598486714,0,76,56,52,19,7,5,11,3
2024-07-12,39.59514526133064,18.792809300499172,0,93,64,61,22,7,6,12,3
2024-07-13,38.85280250402293,13.913973029422218,0,85,61,55,20,7,6,11,3
2024-07-14,39.42699866234278,16.182568906315016,0,68,49,42,14,5,4,9,2
2024-07-15,38.776406074246765,29.13794795586916,0,106,83,70,27,9,7,14,4
2024-07-16,40.63120296284899,14.43371193075779,0,81,58,49,19,7,5,10,2
2024-07-17,40.81373274978032,11.455670331499574,1,56,43,39,14,5,4,8,2
2024-07-18,37.966876840477994,11.086676101669003,0,97,78,64,25,9,7,13,3
2024-07-19,38.915227307328514,16.444115317603355,0,96,64,59,22,7,6,12,3
2024-07-20,38.37696516884978,23.9880037179236,0,84,69,58,23,7,6,13,3
2024-07-21,39.24930101646664,10.149704604711829,0,63,49,40,16,5,5,9,2
2024-07-22,39.83878412438896,22.732403178519203,0,75,59,53,19,7,5,11,3
2024-07-23,38.49253384924099,5.528745583735407,0,84,57,50,18,6,5,9,2
2024-07-24,39.03733014834648,15.47332444959865,0,82,56,52,19,6,5,11,3
2024-07-25,38.96929235900005,24.396626630069672,0,81,58,48,20,6,5,10,2
2024-07-26,40.191621540954586,13.468323894360786,0,64,52,42,16,5,4,9,2
2024-07-27,40.06184444943308,19.09342753613499,0,97,69,61,23,8,6,12,3
2024-07-28,39.27594746646165,10.12448082064777,0,66,47,48,18,5,5,9,2
2024-07-29,40.1767282695013,23.549884778154308,0,103,72,63,26,8,7,13,3
2024-07-30,39.45248650196011,6.306977581718991,0,77,54,51,20,6,5,10,3
2024-07-31,39.723807696547524,26.313566121887508,0,77,61,52,20,7,5,10,2
2024-08-01,41.662249246148875,9.954909660541704,0,76,55,50,19,6,5,10,2
2024-08-02,41.31963266044427,26.85995079270827,0,89,67,62,23,8,6,13,3
2024-08-03,38.6670077806141,13.813231032512933,0,86,66,54,23,7,6,12,3
2024-08-04,40.78078552888615,23.067089361862166,0,66,45,44,16,5,4,8,2
2024-08-05,40.74396504716574,12.980632444654711,0,95,75,62,23,8,6,13,3
2024-08-06,38.76287735118193,27.64779178086619,0,81,57,54,18,6,5,10,3
2024-08-07,40.70555354607827,8.165928137959359,0,68,55,50,19,6,5,10,2
2024-08-08,41.39741341805086,9.462994731814968,0,98,72,64,23,9,7,12,3
2024-08-09,38.706720713555406,17.325753128970057,0,92,66,62,24,8,6,12,3
2024-08-10,38.87863409544063,7.048460975953653,0,68,50,41,16,6,4,9,2
2024-08-11,40.77776697316718,9.899504617544048,0,65,47,43,17,5,5,8,2
2024-08-12,39.992677277116265,28.594159555300358,0,96,67,60,24,8,7,14,3
2024-08-13,40.23085410548016,29.41224152869718,0,110,80,69,26,9,7,15,4
2024-08-14,39.975294702041985,14.406483233260548,0,102,70,66,23,8,7,13,3
2024-08-15,39.97787409080111,28.082150525348393,1,56,43,36,14,5,4,7,2
2024-08-16,38.21033783799338,18.620616891835795,0,112,81,73,28,9,7,15,4
2024-08-17,40.53093350674316,11.743561646844176,0,70,48,44,17,5,4,9,2
2024-08-18,40.59720142633198,22.559968027014968,0,77,63,54,21,7,5,11,3
2024-08-19,39.13942271888629,21.47254516437143,0,75,57,53,18,6,5,11,2
2024-08-20,39.26376236056593,29.728132977718335,0,103,75,66,25,8,7,13,3
2024-08-21,37.711799719375215,11.626182185232082,0,80,59,52,18,6,5,11,3
2024-08-22,39.690091016611774,21.801487566543386,0,78,55,54,20,7,5,10,3
2024-08-23,39.678103742656305,6.300593875736173,0,63,48,44,17,5,4,9,2
2024-08-24,38.97136700624753,7.841150967417985,0,92,64,66,23,8,6,14,3
2024-08-25,40.0827462672196,5.097959373777331,0,63,49,45,17,6,4,9,2
2024-08-26,38.546495995314984,29.98651702649183,1,84,59,52,22,6,5,10,3
2024-08-27,39.36472796562896,25.056842428686945,0,98,73,69,26,8,7,13,3
2024-08-28,37.6973988484011,24.66807536833852,0,77,58,52,19,6,5,10,2
2024-08-29,38.60786912962487,17.743151882204494,0,97,77,65,25,8,7,13,3
2024-08-30,38.368867439595434,12.501677072636,0,67,48,44,16,6,5,9,2
2024-08-31,38.67779849557157,8.781607111566899,0,63,46,45,16,5,4,8,2
2024-09-01,37.98972786535301,12.116868471161592,0,83,63,56,21,7,5,10,3
2024-09-02,38.13206939156743,14.399280548228479,0,89,67,66,23,8,6,13,3
2024-09-03,38.99142768590067,23.90775242450735,0,96,74,69,24,9,6,13,3
2024-09-04,37.62803522597123,18.49154472257881,0,77,60,52,19,7,5,10,3
2024-09-05,36.35525153708748,6.9370906638870675,0,90,71,61,24,8,6,12,3
2024-09-06,39.60608245499257,5.450725223972806,0,71,44,43,16,6,4,8,2
2024-09-07,39.130294492360896,7.558304488351579,0,59,45,43,15,5,4,8,2
2024-09-08,36.34662343279981,15.262467842434484,0,62,49,45,16,5,5,9,2
2024-09-09,38.216376080565276,28.329822926225457,0,101,78,68,24,8,7,13,3
2024-09-10,36.90924533793462,20.93506203023054,0,96,69,65,24,8,7,13,3
2024-09-11,37.559062756195935,25.045647496887877,0,93,73,65,25,8,7,13,3
2024-09-12,37.47099326577311,16.659364862613714,0,74,61,53,20,6,5,10,3
2024-09-13,36.82142830075546,14.04165207987607,0,62,53,41,15,6,4,8,2
2024-09-14,36.14904660328338,7.710009317915568,0,94,72,67,23,8,6,12,3
2024-09-15,36.117193042453906,26.898325554655123,0,71,50,39,16,5,4,9,2
2024-09-16,35.76444672665409,24.579000725697572,1,57,38,41,13,5,4,8,2
2024-09-17,35.719741363860415,9.202952439943129,0,99,77,64,22,8,6,13,3
2024-09-18,36.353368842316286,17.80651409690651,0,78,56,53,20,7,5,11,3
2024-09-19,35.57186815684759,17.18437019803112,0,80,55,52,19,7,5,9,3
2024-09-20,36.8348980653459,20.627288817163215,0,81,67,61,23,7,6,12,3
2024-09-21,37.503486787585146,28.65467234978153,0,89,71,61,23,8,6,12,3
2024-09-22,35.29779928155469,19.49428604406199,0,69,54,45,16,5,4,9,2
2024-09-23,35.97712717957862,18.505431669465466,0,98,75,66,24,8,7,13,3
2024-09-24,36.0955777344047,6.258073323366599,0,99,72,64,24,8,6,12,3
2024-09-25,35.924406656325786,6.572686900450599,0,101,73,62,25,8,7,12,3
2024-09-26,35.38325574953542,9.683669783169723,0,75,55,51,19,7,5,10,2
2024-09-27,35.90330632851825,5.811769292293707,0,63,52,45,15,6,4,9,2
2024-09-28,35.49466708713842,23.583822389250308,0,87,66,62,22,7,6,12,3
2024-09-29,33.625064648759604,23.083257599849077,0,84,68,58,21,7,6,11,3
2024-09-30,35.58075114112791,8.401405860791073,0,123,98,84,32,10,9,18,4
2024-10-01,35.44635777235133,0.6759399584809576,0,78,59,53,18,7,5,10,2
2024-10-02,33.641901739326364,0.9396908699673499,1,52,47,37,15,4,4,8,2
2024-10-03,34.287941235143144,0.6615859828553112,0,79,63,55,20,7,5,11,3
2024-10-04,34.77688858096728,1.509880400316658,0,83,61,54,19,7,5,10,3
2024-10-05,33.7265889469853,0.6587070484999094,0,83,64,55,21,7,6,11,3
2024-10-06,34.85005769980566,0.2764641735706743,0,69,44,41,16,5,4,9,2
2024-10-07,35.98100980191703,0.7980809040966081,0,78,63,51,19,7,5,10,3
2024-10-08,32.67013709407235,1.9598288655647607,0,79,57,51,20,6,5,10,3
2024-10-09,31.913040219091528,0.4517628258671518,0,75,60,55,19,7,5,10,2
2024-10-10,33.434889004963146,1.2243173178864581,0,109,78,69,28,9,7,14,3
2024-10-11,33.68869069786105,0.8659460996794126,0,68,52,43,16,5,4,8,2
2024-10-12,32.571440378147386,0.14204913529865326,1,63,46,40,15,5,5,9,2
2024-10-13,34.0899155906011,0.975753211996119,0,89,60,55,20,7,6,11,3
2024-10-14,31.13161600508611,1.404328657296625,0,77,57,55,20,6,5,11,3
2024-10-15,32.99597532533773,1.0264399516556375,0,80,56,49,19,6,5,11,3
2024-10-16,31.52934833363907,1.7442121274931621,0,78,59,52,20,7,5,10,3
2024-10-17,33.686106804143066,0.5778740333151653,0,79,57,52,20,7,5,10,3
2024-10-18,33.79018121042374,0.17249834260792984,0,60,50,43,15,5,5,9,2
2024-10-19,30.861413541601824,1.8731312233160122,0,66,48,44,15,5,5,8,2
2024-10-20,30.908434833290173,0.756392699056438,0,63,47,41,15,5,5,8,2
2024-10-21,32.14706966150561,1.1528111029072667,0,74,56,55,19,7,5,10,2
2024-10-22,30.729459421427435,1.584006252260392,0,82,62,55,19,7,5,10,2
2024-10-23,30.899956280239753,0.6486273277511612,0,76,58,51,20,6,5,10,2
2024-10-24,30.79925321287704,1.4323290763552223,0,74,53,56,20,6,5,10,3
2024-10-25,28.682459617460275,0.27083769963565607,0,64,47,42,16,6,4,9,2
2024-10-26,30.41638458395107,0.5825874944110105,0,61,49,44,16,5,4,9,2
2024-10-27,29.568456628207155,0.2894212722730398,0,69,53,46,16,5,4,9,2
2024-10-28,29.592947146487113,1.6224611168027157,0,75,60,50,19,7,5,11,2
2024-10-29,31.357562034581935,0.44529847045357074,0,108,78,68,27,9,7,14,3
2024-10-30,28.48530870344942,1.4348071108104206,0,81,63,48,20,6,5,11,2
2024-10-31,30.382982856702675,1.8865967944913051,1,55,43,42,15,5,4,8,2
2024-11-01,29.118904296010264,1.055544418137754,0,66,51,42,14,5,4,9,2
2024-11-02,28.946375039169535,1.0800583845213754,0,62,46,43,16,5,4,9,2
2024-11-03,29.845004397879716,0.9220671361956241,0,72,43,41,17,5,5,9,2
2024-11-04,29.223461223351947,0.6517802867872855,0,80,54,53,19,6,5,10,3
2024-11-05,29.283131222693722,0.9513100618498342,0,76,50,50,20,7,5,10,2
2024-11-06,29.510192691334115,1.2056150645335189,0,74,62,50,19,6,5,10,2
2024-11-07,28.040621487431512,1.9719831443413187,0,76,58,52,19,6,5,10,3
2024-11-08,27.590097408236627,1.8755291186364484,0,64,47,41,15,6,4,9,2
2024-11-09,26.94812057550644,1.7243059165862435,0,71,50,43,15,6,4,8,2
2024-11-10,27.039380315623085,1.7782610714097167,0,61,49,46,17,5,4,9,2
2024-11-11,30.646037723002607,0.9356983665840859,0,77,59,52,20,6,5,10,3
2024-11-12,28.774457775927434,1.3148886543549296,0,77,60,51,19,6,5,11,3
2024-11-13,26.012270706511906,1.7901334458724283,0,106,79,72,26,9,7,14,4
2024-11-14,25.875235291264268,0.7859015299827061,0,76,56,50,19,7,5,10,3
2024-11-15,27.51473786898359,1.9235249566909376,1,44,35,34,12,4,3,6,1
2024-11-16,27.4161943880197,137.29489241597005,0,92,69,58,24,8,6,12,3
2024-11-17,27.254799013072063,1.2021653307864313,0,67,49,44,16,6,4,9,2
2024-11-18,26.28892107973897,1.4196094265447439,0,78,62,51,18,7,5,10,3
2024-11-19,26.257408432699425,1.9011840261518766,0,68,57,53,20,7,5,10,3
2024-11-20,26.55079987211971,0.4892325481045321,0,78,56,53,19,7,5,10,3
2024-11-21,26.149990239728663,1.4922619564772845,0,72,59,51,20,6,5,11,3
2024-11-22,23.687140039096253,1.0416311722881644,0,67,47,44,16,5,4,8,2
2024-11-23,25.520196969729266,0.5371142812412821,0,69,50,44,16,6,5,9,2
2024-11-24,24.743405722234737,1.5532136795927811,0,62,47,39,16,5,4,9,2
2024-11-25,25.61614448382392,1.1044445603476931,0,76,57,48,20,7,5,10,2
2024-11-26,28.27366392586477,1.3219476412993516,0,75,62,50,19,7,5,10,3
2024-11-27,25.504754594387403,0.645802137155802,0,81,57,50,18,6,5,9,3
2024-11-28,24.67405217936985,0.96254790365521,0,77,56,49,18,7,5,11,3
2024-11-29,25.761177591818726,1.2347085019761341,0,70,51,45,16,5,4,9,2
2024-11-30,25.17538740558988,0.809821628539688,0,176,129,116,43,15,12,23,6
2024-12-01,24.967690105045335,0.3967450796954026,0,66,47,43,17,5,4,9,2
2024-12-02,25.01095796911391,1.923280984630608,0,77,59,49,18,7,5,10,3
2024-12-03,26.318820885786298,1.0229350800852348,0,79,60,51,20,6,5,11,2
2024-12-04,22.991259041749352,1.467840740575401,0,72,60,46,18,6,5,10,2
2024-12-05,24.457391444562226,0.8220943871121162,0,77,56,51,21,7,5,10,3
2024-12-06,22.920772870385182,0.7102635280514327,0,65,50,43,17,5,4,9,2
2024-12-07,24.267884500383904,0.81432859693425,0,67,48,44,16,6,4,8,2
2024-12-08,22.660766356148272,0.8183932875712996,0,64,47,40,15,6,4,9,2
2024-12-09,23.031069614304066,1.0883602318839072,0,74,60,52,19,7,5,11,3
2024-12-10,23.024271443626763,1.0869397399627263,0,77,56,49,19,6,5,10,3
2024-12-11,24.16808262457455,0.9943076317657433,0,74,58,50,18,6,5,11,3
2024-12-12,23.98564217507264,0.2695715698348762,0,71,58,53,19,6,5,10,3
2024-12-13,21.698446522481838,0.9921509570010623,0,67,46,47,16,5,4,8,2
2024-12-14,22.87816497424023,0.338207800841303,0,67,51,43,16,5,4,9,2
2024-12-15,21.994844604385953,0.2522715725915303,0,66,50,42,16,5,4,9,2
2024-12-16,21.329274980838708,1.8652914346823355,0,81,53,52,19,6,5,10,3
2024-12-17,22.256314674255545,1.2099000262954085,0,75,58,53,21,6,5,9,2
2024-12-18,22.05263108363875,1.3189801162491686,0,73,56,52,19,6,5,10,3
2024-12-19,24.677876072675115,0.8035873406667275,0,77,60,57,20,6,5,10,3
2024-12-20,22.576461274573553,1.8179617838297284,0,64,45,42,16,6,4,10,2
2024-12-21,20.66055386141961,1.275860979159331,0,62,48,44,16,6,5,9,2
2024-12-22,21.37042653261961,1.538339739047175,0,65,49,46,17,5,4,9,2
2024-12-23,22.85600278097024,0.7371249380554277,0,105,80,74,27,9,7,14,3
2024-12-24,23.82490078563083,1.920023761638251,0,71,59,47,19,6,5,10,2
2024-12-25,20.05476189357568,1.64092258031663,1,55,39,38,14,5,4,7,2
2024-12-26,19.667585041330323,1.7078969260290873,0,73,61,54,19,7,5,11,3
2024-12-27,23.327743477873515,0.34438853485150855,0,65,50,49,16,6,4,9,2
2024-12-28,21.75819289687179,0.541926415742439,0,63,52,45,16,6,4,9,2
